	text	label
6125	probably arguing little shit	1
6126	tranny sale	0
6127	putting bow pet	1
6128	moses first know commandment	0
6129	diary wimpy kid hard luck anne frank one wimpy kid	1
6130	young african boy face mental illness poverty	0
6131	woman day gift pack	1
6132	nahir nahir born germany nahir german fluffy fluffy born horse stable fluffy horse	0
6133	rev gas chamber	0
6134	life hack get stoned weed	1
6135	call black guy tree briefcase branch manager	0
6136	said couldnt come barbecue always burn frank	0
6137	gay people fear called homophobia phobia fear something fear gay people	1
6138	would surprising find muslim gay bar due belief	0
6139	going make joke u always blow face	0
6140	men like dog excited see clue youre mad	1
6141	hurry son peddle faster	0
6142	keeping dishwasher clean make last longer	1
6143	im pretty make work miracle	0
6144	im going shove face cookie dough	0
6145	woke like	0
6146	jamal im pregnant	0
6147	like cologne tricare deer	0
6148	new name abdul youll take like cracker	1
6149	like coffe like like slave extra dark	1
6150	demand sancuary city refugee would want	0
6151	let fun	0
6152	pray starving child hold gold thingy	0
6153	trust muslim wont rape	1
6154	another year older dont look baaaaad	0
6155	whats big yellow cant swim bus full child	0
6156	wearing black outfit new grey	0
6157	yo bro ask co aint pop door	0
6158	fuck goat right asshole	0
6159	youre airheaded year	0
6161	difference moderate muslim radical muslim follow allah kill moderate muslim follow allah kill radical muslim	1
6162	save thought burnt	0
6163	true strength come within	0
6164	ammosexual cause big gun compensate small one	0
6165	see better asian sometimes switch fullscreen view	1
6166	isnt islamophobia really trying kill	1
6167	way go play	0
6168	majesty whats secret long life well kate dont leave william fucking muslism	1
6169	sister give good information	0
6170	youre grilling grave site never really friend	0
6171	anyone know get rag there floor mosque	1
6172	dont drink drive	0
6173	came fuck bitch learn rocket science	0
6174	religion religion peace dont believe kill	0
6175	theyre like egg better beaten well	0
6176	girlfriend porn star going pissed find	0
6177	positivity mind set	0
6178	hitler nonchalantly killing million jew remorse	1
6179	take fuckin muslim as back sand box	1
6180	see people post punch nazi person im nazi hate nigger gregg gon na punch	1
6181	america american period agree dont go back europe	0
6182	guy fucking goat god damit carlhe	1
6183	rape em scrape em fetus defetus	0
6184	ill take shit aint ever gon na happen	0
6185	hijab diaper people shit brain	1
6186	might asshole least push cart back cart return im done ityou lazy piece shit	0
6187	allowed kid made choice bitch live	0
6188	support american even though really hating right	0
6189	mississippi wind chime	1
6190	believe racism like black people shouldnt exist	1
6191	im	0
6192	hate european christian buddhist atheist gay dog ham wine beer civilizationyour culture hate european christian buddhist atheiests tradition country complains islamophobia	1
6193	go ahead call cop cant unrape	1
6194	dodge mom slap move weak mom	0
6195	eat rehab romance booty laundry room shes day sick	0
6196	lynn lynn got watch birthday kidding hasnt opened present yet	1
6197	racing pink slip africa	0
6198	half year ago people allowed u year later told answer safety allow everyone	1
6199	survives ebola get adopted angelina jolie	1
6200	send latina who crazy dont know make	1
6201	he like still play video game bitch please yall pregnant	0
6202	date crazy bikers beard cause ride beard harley dont go back	0
6203	year pearl harbor still hurt year want move adopt law american city	1
6204	wife asked female version man cave would told called kitchen	1
6205	great mind think alike	0
6206	everyone calling racist past year pedophile	0
6207	people really need get room	0
6208	hitler comedy called mein fuhrer	0
6209	sunday dont forget set clock forward one hour	0
6210	like coffee like like slave extra dark	1
6211	best friend get trouble together	0
6212	one gon na say fine niccep	1
6213	need speed africa	0
6214	find blood child secret everlasting life	0
6215	keep pressuring anal much much see whats wrong taking backstreets	0
6216	thats daughter thats wife yet world silent	0
6217	send u middle east fight suffer die turn invite scumbags usa kind stupid	1
6218	say dude blew tranny	0
6219	weighed much two people doesnt mean threesome	1
6220	feeling fresh picture day	0
6221	cashier seemed appreciate bagged grocery unpacked said thats want	0
6222	sent picture vagina said love arbys	0
6223	one time camp got baked	1
6224	said glass orange juice juice	0
6225	who way	1
6226	group bunch inactive member hey stuff	0
6227	smashed potato	1
6228	theyve started pouring foundation obama library chicago	0
6229	beheaded shot stoned death trans people killed year got ta pump number rookie number	1
6230	start fingering sister cum instead	1
6231	sea monkey	0
6232	kermit frog definitely muslim	1
6233	master chef low rating master chef high rating	1
6234	lost african tribe	1
6235	immigrant illegal alien	0
6236	kick country	0
6237	child left behind child left alive	0
6238	time send parasite back desert	1
6239	new muslim girlfriend much look	0
6240	find girl accepts holocaust fetish	1
6241	taking liberal whole new level	0
6242	stop confusing illegal alien immigrant	0
6243	sense humor dark pick	1
6244	nobody want hang auschwitz	1
6245	yes maam thats cunt	0
6246	declare sir faggot sucker cock	1
6247	rip harambe black life matter	1
6248	find offensive find funny thats im happier	0
6249	navy accelerate life	0
6250	unleash inner beast field	0
6251	ever tried african food niether	1
6252	grow im going famous doctor	0
6253	future democratic party	0
6254	shut meathead	0
6255	muslim congress want get rid homeland security let sink	0
6256	thing use power internet	0
6257	harambe	0
6258	get mourning day gay get pride month homosexuality bigger tragedy	1
6259	know dont jackoff tonight	0
6260	irony meter exploded	0
6261	share people hurt people	0
6262	expensive netflix bill nazi coming	0
6263	vieques u territory march constant military bomb explosion	0
6264	interviewer demonstrate problem solving ability	0
6265	someone say show bible say jesus command gay death leviticus	1
6266	run bacon truck way suicide mission	1
6267	master refuse feed watermelon pluck cotton field	1
6268	new seat belt design le accident	0
6269	win parkinson center	0
6270	ready cupcake wake smell bacon loosing beloved america goat humpers stop afraid called racist grow pair act like american	1
6271	neighborhood mexican moved welcome future america	1
6272	grow lol nevermind	0
6273	muslim defund homeland security muslim congress	1
6274	first living witness testify hillary clinton	0
6275	hijab veil worn muslim woman public choice	0
6276	isi strip club meanwhile	0
6277	oh cant run anymore	0
6278	think import muslim grandfather import nazi	1
6279	instead born grow	0
6280	best promise love heart	0
6281	see mean get fuck back kitchen	1
6282	feeling cute lol might r camaro camareohhhhhhhhh	0
6283	second hobby one know	0
6284	president trump suggested random drug test performed member congress	0
6285	get fuck anti trump liberal	0
6286	okay make sure get good side	0
6287	democrat jan schakowsky defends ilhan omar come different culture want kill jew	1
6288	husband told make sandwich need good comeback would come back sandwich	1
6289	dosent mean theyll	0
6290	send meowschwitz	0
6291	dream james earl ray remington	1
6292	youve hungerstruck	0
6293	time put panic back hispanic	0
6294	get gym contract	0
6295	dont horrible driver could	0
6296	want make lamp shade skin light life	0
6297	reckon like titty mmmm hmmm	0
6298	first day wedding see fucking goat joke	1
6299	neighborhood great community event tried keep clean	0
6300	smile distance	0
6301	morgan freeman old entire life	0
6302	jew mad get fuhrerious	1
6303	whenever fbi searching room one child slave start screaming help	0
6304	matter ill protect	0
6305	feeling bored let go mosque	1
6306	let make clear friend list friend copy paste post prove pay attention need attention bad suggest puppy	0
6307	abortion illegal hire casey anthony babysit improvise adapt overcome	0
6308	mein feeling hurt	0
6309	face find school canceled	0
6310	country pakistan	1
6311	instinct take	0
6312	well kill stop making fun peaceful religion	0
6313	ate pooped time netflix	0
6314	life handed lemon fucked gave lemonaids	0
6315	islamic extremist planning new project	0
6316	im period diarrea	0
6317	protects pedophile prosecuted	0
6318	speed chase song blasting car	0
6319	muslim noise	1
6320	average height men woman cm average	0
6321	whats difference jew pizza pizza doesnt scream put oven	1
6322	sometimes life hang tight wrong thing	0
6323	walk goat making passionate love	0
6324	redneck word day twerk imma beer get back twerk	0
6325	meanwhile isi strip club	0
6326	hockey would fun said	0
6327	buy nazi aliexpress	0
6328	marokko speed dating	1
6329	one time camp got baked	1
6330	name todd retodd	1
6331	suicide bomb islamic mosque friday worship	1
6332	jew star sewn shirt order identify holocaust	0
6333	jamal lying andre lyon hakeem lyon	0
6334	ahmed im pregnant	0
6335	top trynna catch titty	0
6336	excitement across capital	0
6337	winnie pooh skinny jew	1
6338	say youre like brother yall live alabama iz fuckin nah	0
6339	use n word word use n filipino	0
6340	look dont vote ill import people	0
6341	latinas mad sleep	0
6342	tattoo bad health know million people tattoo died	1
6343	last nativity play son invited take part	1
6344	scientist working hard cure	0
6346	proud protector american flag everything stand	0
6347	normal people indian people	1
6348	put refugee baby sleep le one minute	0
6349	america could people consider master race	0
6350	mama killed man	1
6351	proof fruit vegetable	1
6352	venezuelan marked number stand line government supermarket democrat want bring america	0
6353	heard girlfriend pregnant	1
6354	handjob sold separately	1
6355	bad dont speak peasant	0
6356	page shit dont like im going post anyway	0
6357	make colorado fruit smoothie	0
6358	difference old milwaukee clitoris clitoris taste like piss second	0
